연도,월,일,요일,홈팀,원정팀,경기장,날씨,평균기온,관중수
2023,07,28,금,KIA,롯데,광주-기아 챔피언스 필드,흐림,32.4,"10,295"
2023,07,28,금,키움히어로즈,삼성,서울고척스카이돔,구름조금,34.1,"7,755"
2023,07,27,목,키움히어로즈,한화,서울고척스카이돔,구름많음,32.2,"11,650"
2023,07,27,목,KT,LG,수원케이티위즈파크,구름조금,32.6,"8,413"
2023,07,27,목,NC,KIA,창원NC파크,구름조금,33.8,"7,279"
2023,07,27,목,삼성,SSG,대구 삼성 라이온즈 파크,구름조금,32.9,"7,663"
2023,07,27,목,두산,롯데,서울 잠실 야구장,구름많음,32.2,"12,511"
2023,07,26,수,두산,롯데,서울 잠실 야구장,비,31.1,"13,620"
2023,07,26,수,삼성,SSG,대구 삼성 라이온즈 파크,흐림,33.1,"6,955"
2023,07,26,수,NC,KIA,창원NC파크,비,32.6,"6,325"
2023,07,26,수,KT,LG,수원케이티위즈파크,비,30.9,"8,134"
2023,07,26,수,키움히어로즈,한화,서울고척스카이돔,비,31.1,"11,324"
2023,07,25,화,두산,롯데,서울 잠실 야구장,비,30.5,"12,700"
2023,07,25,화,삼성,SSG,대구 삼성 라이온즈 파크,구름많음,32.2,"5,557"
2023,07,25,화,NC,KIA,창원NC파크,흐림,30.4,"5,668"
2023,07,25,화,KT,LG,수원케이티위즈파크,비,30.1,"7,948"
2023,07,25,화,키움히어로즈,한화,서울고척스카이돔,비,30.5,"9,886"
2023,07,23,일,한화,NC,대전 한화생명 이글스파크,비,27,0
2023,07,23,일,KIA,두산,광주-기아 챔피언스 필드,비,28.9,0
2023,07,23,일,삼성,KT,대구 삼성 라이온즈 파크,비,30.2,"8,613"
2023,07,23,일,롯데,키움히어로즈,부산 사직 야구장,흐림,28.9,"11,470"
2023,07,23,일,LG,SSG,서울 잠실 야구장,비,25.8,0
2023,07,22,토,LG,SSG,서울 잠실 야구장,비,32.5,0
2023,07,22,토,롯데,키움히어로즈,부산 사직 야구장,비,27.9,"14,266"
2023,07,22,토,삼성,KT,대구 삼성 라이온즈 파크,구름많음,28.1,"10,356"
2023,07,22,토,KIA,두산,광주-기아 챔피언스 필드,비,26.6,0
2023,07,22,토,한화,NC,대전 한화생명 이글스파크,비,30,"10,021"
2023,07,21,금,LG,SSG,서울 잠실 야구장,맑음,34.3,"17,524"
2023,07,21,금,롯데,키움히어로즈,부산 사직 야구장,구름조금,29.1,"13,431"
2023,07,21,금,삼성,KT,대구 삼성 라이온즈 파크,구름조금,31.4,"7,833"
2023,07,21,금,KIA,두산,광주-기아 챔피언스 필드,구름조금,33,"9,779"
2023,07,21,금,한화,NC,대전 한화생명 이글스파크,구름조금,34.2,"8,475"
2023,07,13,목,키움히어로즈,KT,서울고척스카이돔,비,26.5,"4,520"
2023,07,13,목,KIA,삼성,광주-기아 챔피언스 필드,비,27.7,"7,085"
2023,07,13,목,NC,롯데,창원NC파크,비,28,"10,316"
2023,07,13,목,SSG,두산,인천SSG 랜더스필드,비,25.7,0
2023,07,13,목,LG,한화,서울 잠실 야구장,비,26.5,0
2023,07,12,수,LG,한화,서울 잠실 야구장,비,29.1,"17,812"
2023,07,12,수,SSG,두산,인천SSG 랜더스필드,비,27.5,"19,699"
2023,07,12,수,NC,롯데,창원NC파크,비,30,"13,074"
2023,07,12,수,KIA,삼성,광주-기아 챔피언스 필드,비,28.8,"8,470"
2023,07,12,수,키움히어로즈,KT,서울고척스카이돔,비,29.1,"3,890"
2023,07,11,화,LG,한화,서울 잠실 야구장,비,25.9,0
2023,07,11,화,SSG,두산,인천SSG 랜더스필드,비,25,0
2023,07,11,화,NC,롯데,창원NC파크,비,30.3,0
2023,07,11,화,KIA,삼성,광주-기아 챔피언스 필드,비,27.5,0
2023,07,11,화,키움히어로즈,KT,서울고척스카이돔,비,25.9,"4,217"
2023,07,09,일,한화,SSG,대전 한화생명 이글스파크,비,30.2,"10,168"
2023,07,09,일,KT,KIA,수원케이티위즈파크,비,28.4,"18,700"
2023,07,09,일,NC,삼성,창원NC파크,흐림,28.2,"8,522"
2023,07,09,일,롯데,LG,부산 사직 야구장,비,27.2,"15,860"
2023,07,09,일,두산,키움히어로즈,서울 잠실 야구장,비,27,"11,472"
2023,07,08,토,두산,키움히어로즈,서울 잠실 야구장,흐림,29.7,"19,676"
2023,07,08,토,롯데,LG,부산 사직 야구장,비,23.8,"19,496"
2023,07,08,토,NC,삼성,창원NC파크,흐림,26.8,"12,462"
2023,07,08,토,KT,KIA,수원케이티위즈파크,비,29.5,"18,700"
2023,07,08,토,한화,SSG,대전 한화생명 이글스파크,비,29.3,"12,000"
2023,07,07,금,두산,키움히어로즈,서울 잠실 야구장,구름조금,31.4,"14,123"
2023,07,07,금,롯데,LG,부산 사직 야구장,비,25.7,0
2023,07,07,금,NC,삼성,창원NC파크,비,24.4,0
2023,07,07,금,KT,KIA,수원케이티위즈파크,구름많음,30.6,"16,315"
2023,07,07,금,한화,SSG,대전 한화생명 이글스파크,비,26.3,0
2023,07,06,목,삼성,두산,포항야구장,흐림,28.7,"6,923"
2023,07,06,목,한화,롯데,대전 한화생명 이글스파크,구름많음,32.4,"10,061"
2023,07,06,목,키움히어로즈,NC,서울고척스카이돔,구름많음,31.8,"4,013"
2023,07,06,목,SSG,KIA,인천SSG 랜더스필드,구름많음,29.1,"17,513"
2023,07,06,목,LG,KT,서울 잠실 야구장,구름많음,31.8,"10,736"
2023,07,05,수,LG,KT,서울 잠실 야구장,비,27.1,"9,707"
2023,07,05,수,SSG,KIA,인천SSG 랜더스필드,비,24.5,"13,025"
2023,07,05,수,키움히어로즈,NC,서울고척스카이돔,비,27.1,"4,027"
2023,07,05,수,한화,롯데,대전 한화생명 이글스파크,비,28.7,"7,760"
2023,07,05,수,삼성,두산,포항야구장,비,27.7,"5,902"
2023,07,04,화,LG,KT,서울 잠실 야구장,비,29.2,0
2023,07,04,화,SSG,KIA,인천SSG 랜더스필드,비,26.6,0
2023,07,04,화,키움히어로즈,NC,서울고척스카이돔,비,29.2,"4,474"
2023,07,04,화,한화,롯데,대전 한화생명 이글스파크,비,26.9,0
2023,07,04,화,삼성,두산,포항야구장,비,24.6,"4,182"
2023,07,02,일,롯데,두산,울산문수야구장,구름조금,25.9,"7,588"
2023,07,02,일,KT,NC,수원케이티위즈파크,구름많음,30.5,"5,406"
2023,07,02,일,삼성,한화,대구 삼성 라이온즈 파크,구름많음,33.5,"12,395"
2023,07,02,일,LG,KIA,서울 잠실 야구장,구름많음,30.6,"20,959"
2023,07,02,일,키움히어로즈,SSG,서울고척스카이돔,구름많음,30.6,"9,512"
2023,07,01,토,LG,KIA,서울 잠실 야구장,맑음,32.9,"23,750"
2023,07,01,토,삼성,한화,대구 삼성 라이온즈 파크,구름조금,31.3,"18,151"
2023,07,01,토,KT,NC,수원케이티위즈파크,맑음,31.2,"9,551"
2023,07,01,토,키움히어로즈,SSG,서울고척스카이돔,맑음,32.9,"10,836"
2023,07,01,토,롯데,두산,울산문수야구장,구름조금,23.1,"10,013"
2023,06,30,금,LG,KIA,서울 잠실 야구장,비,29.1,"20,568"
2023,06,30,금,삼성,한화,대구 삼성 라이온즈 파크,비,25.7,"8,114"
2023,06,30,금,KT,NC,수원케이티위즈파크,비,29.2,"4,596"
2023,06,30,금,키움히어로즈,SSG,서울고척스카이돔,비,29.1,"7,164"
2023,06,30,금,롯데,두산,울산문수야구장,비,23.1,"6,894"
2023,06,29,목,한화,KT,대전 한화생명 이글스파크,비,25.8,0
2023,06,29,목,KIA,키움히어로즈,광주-기아 챔피언스 필드,비,26.3,0
2023,06,29,목,롯데,삼성,부산 사직 야구장,비,26.9,0
2023,06,29,목,SSG,LG,인천SSG 랜더스필드,비,24.5,0
2023,06,29,목,두산,NC,서울 잠실 야구장,비,25.9,0
2023,06,28,수,두산,NC,서울 잠실 야구장,흐림,30.1,"5,400"
2023,06,28,수,SSG,LG,인천SSG 랜더스필드,흐림,27.3,"11,045"
2023,06,28,수,롯데,삼성,부산 사직 야구장,비,25.3,"13,787"
2023,06,28,수,KIA,키움히어로즈,광주-기아 챔피언스 필드,비,25.3,"4,816"
2023,06,28,수,한화,KT,대전 한화생명 이글스파크,비,27.1,"5,007"
2023,06,27,화,두산,NC,서울 잠실 야구장,비,29.1,"5,302"
2023,06,27,화,SSG,LG,인천SSG 랜더스필드,구름조금,27.6,"12,244"
2023,06,27,화,롯데,삼성,부산 사직 야구장,비,26.6,"11,654"
2023,06,27,화,KIA,키움히어로즈,광주-기아 챔피언스 필드,비,30.2,"5,349"
2023,06,27,화,한화,KT,대전 한화생명 이글스파크,비,31.4,"4,625"
2023,06,25,일,키움히어로즈,두산,서울고척스카이돔,구름많음,33.1,"9,549"
2023,06,25,일,LG,롯데,서울 잠실 야구장,구름많음,33.1,"20,846"
2023,06,25,일,SSG,삼성,인천SSG 랜더스필드,구름많음,30.8,"14,722"
2023,06,25,일,NC,한화,창원NC파크,비,27.7,0
2023,06,25,일,KIA,KT,광주-기아 챔피언스 필드,비,28,0
2023,06,24,토,LG,롯데,서울 잠실 야구장,맑음,31.1,"23,750"
2023,06,24,토,KIA,KT,광주-기아 챔피언스 필드,흐림,31.9,"14,043"
2023,06,24,토,SSG,삼성,인천SSG 랜더스필드,맑음,28.8,"20,062"
2023,06,24,토,NC,한화,창원NC파크,흐림,30.8,"13,791"
2023,06,24,토,키움히어로즈,두산,서울고척스카이돔,맑음,31.1,"11,717"
2023,06,23,금,키움히어로즈,두산,서울고척스카이돔,구름조금,29.9,"7,316"
2023,06,23,금,KIA,KT,광주-기아 챔피언스 필드,구름조금,32.1,"9,018"
2023,06,23,금,NC,한화,창원NC파크,구름조금,31.6,"6,376"
2023,06,23,금,SSG,삼성,인천SSG 랜더스필드,구름조금,26.7,"12,744"
2023,06,23,금,LG,롯데,서울 잠실 야구장,구름조금,29.9,"21,089"
2023,06,22,목,두산,SSG,서울 잠실 야구장,구름많음,26.4,"7,291"
2023,06,22,목,삼성,키움히어로즈,대구 삼성 라이온즈 파크,구름많음,29.1,"10,176"
2023,06,22,목,NC,LG,창원NC파크,구름많음,29.9,"4,997"
2023,06,22,목,KT,롯데,수원케이티위즈파크,비,25.8,"7,861"
2023,06,22,목,한화,KIA,대전 한화생명 이글스파크,구름많음,28.4,"7,675"
2023,06,21,수,두산,SSG,서울 잠실 야구장,비,22.1,"5,473"
2023,06,21,수,삼성,키움히어로즈,대구 삼성 라이온즈 파크,비,23.9,"7,453"
2023,06,21,수,NC,LG,창원NC파크,비,23.4,"3,571"
2023,06,21,수,KT,롯데,수원케이티위즈파크,비,23.5,"6,024"
2023,06,21,수,한화,KIA,대전 한화생명 이글스파크,비,24.4,"5,207"
2023,06,20,화,한화,KIA,대전 한화생명 이글스파크,비,27.7,"5,451"
2023,06,20,화,KT,롯데,수원케이티위즈파크,비,25.7,"5,773"
2023,06,20,화,NC,LG,창원NC파크,비,28.8,"3,433"
2023,06,20,화,삼성,키움히어로즈,대구 삼성 라이온즈 파크,구름많음,28.3,"7,667"
2023,06,20,화,두산,SSG,서울 잠실 야구장,비,26.4,"6,186"
2023,06,18,일,LG,두산,서울 잠실 야구장,구름조금,32.6,"19,038"
2023,06,18,일,SSG,롯데,인천SSG 랜더스필드,구름조금,27.3,"19,156"
2023,06,18,일,KT,삼성,수원케이티위즈파크,구름조금,31,"10,137"
2023,06,18,일,KIA,NC,광주-기아 챔피언스 필드,구름조금,33.5,"13,967"
2023,06,18,일,한화,키움히어로즈,대전 한화생명 이글스파크,구름조금,33.1,"8,163"
2023,06,17,토,한화,키움히어로즈,대전 한화생명 이글스파크,구름많음,32.5,"11,008"
2023,06,17,토,KIA,NC,광주-기아 챔피언스 필드,구름많음,31.3,"15,992"
2023,06,17,토,KT,삼성,수원케이티위즈파크,구름조금,29.7,"14,935"
2023,06,17,토,SSG,롯데,인천SSG 랜더스필드,구름많음,26.3,"23,000"
2023,06,17,토,LG,두산,서울 잠실 야구장,구름조금,30.2,"22,878"
2023,06,16,금,LG,두산,서울 잠실 야구장,맑음,28.9,"18,826"
2023,06,16,금,SSG,롯데,인천SSG 랜더스필드,맑음,25.7,"18,013"
2023,06,16,금,KT,삼성,수원케이티위즈파크,맑음,28.4,"6,998"
2023,06,16,금,KIA,NC,광주-기아 챔피언스 필드,맑음,32.4,"10,170"
2023,06,16,금,한화,키움히어로즈,대전 한화생명 이글스파크,맑음,31.9,"7,005"
2023,06,15,목,LG,삼성,서울 잠실 야구장,구름조금,28.3,"12,023"
2023,06,15,목,SSG,KT,인천SSG 랜더스필드,맑음,24.3,"6,736"
2023,06,15,목,롯데,한화,부산 사직 야구장,구름조금,26,"12,594"
2023,06,15,목,NC,두산,창원NC파크,구름조금,27.3,"3,633"
2023,06,15,목,키움히어로즈,KIA,서울고척스카이돔,구름조금,28.3,"8,528"
2023,06,14,수,키움히어로즈,KIA,서울고척스카이돔,비,25,"8,016"
2023,06,14,수,NC,두산,창원NC파크,비,28.4,"3,154"
2023,06,14,수,롯데,한화,부산 사직 야구장,비,25.8,"10,803"
2023,06,14,수,SSG,KT,인천SSG 랜더스필드,구름조금,24,"6,579"
2023,06,14,수,LG,삼성,서울 잠실 야구장,비,25,"11,725"
2023,06,13,화,LG,삼성,서울 잠실 야구장,구름조금,26,"11,103"
2023,06,13,화,SSG,KT,인천SSG 랜더스필드,구름조금,23.3,"6,568"
2023,06,13,화,롯데,한화,부산 사직 야구장,구름많음,25.6,"16,007"
2023,06,13,화,NC,두산,창원NC파크,구름많음,29.2,"3,699"
2023,06,13,화,키움히어로즈,KIA,서울고척스카이돔,구름조금,26,"7,834"
2023,06,11,일,한화,LG,대전 한화생명 이글스파크,구름조금,30,"7,601"
2023,06,11,일,KT,키움히어로즈,수원케이티위즈파크,구름조금,27.9,"6,806"
2023,06,11,일,NC,SSG,창원NC파크,맑음,29.4,"7,210"
2023,06,11,일,삼성,롯데,대구 삼성 라이온즈 파크,구름많음,30.6,"18,496"
2023,06,11,일,두산,KIA,서울 잠실 야구장,비,27.3,"18,623"
2023,06,10,토,두산,KIA,서울 잠실 야구장,비,28.5,"22,233"
2023,06,10,토,삼성,롯데,대구 삼성 라이온즈 파크,구름조금,31.5,"24,000"
2023,06,10,토,NC,SSG,창원NC파크,맑음,30.2,"11,026"
2023,06,10,토,KT,키움히어로즈,수원케이티위즈파크,구름많음,28.1,"9,622"
2023,06,10,토,한화,LG,대전 한화생명 이글스파크,비,31.7,"11,072"
2023,06,09,금,두산,KIA,서울 잠실 야구장,비,28.4,"16,250"
2023,06,09,금,삼성,롯데,대구 삼성 라이온즈 파크,맑음,31,"15,893"
2023,06,09,금,NC,SSG,창원NC파크,맑음,31.3,"5,110"
2023,06,09,금,KT,키움히어로즈,수원케이티위즈파크,비,28.1,"5,033"
2023,06,09,금,한화,LG,대전 한화생명 이글스파크,비,29.2,"6,005"
2023,06,08,목,키움히어로즈,LG,서울고척스카이돔,비,23.9,"6,076"
2023,06,08,목,KIA,SSG,광주-기아 챔피언스 필드,구름많음,29,"6,646"
2023,06,08,목,삼성,NC,대구 삼성 라이온즈 파크,구름조금,29.3,"5,989"
2023,06,08,목,롯데,KT,부산 사직 야구장,구름많음,25.4,"10,504"
2023,06,08,목,두산,한화,서울 잠실 야구장,비,23.9,"8,509"
2023,06,07,수,두산,한화,서울 잠실 야구장,흐림,25.7,"8,497"
2023,06,07,수,롯데,KT,부산 사직 야구장,구름많음,25.3,"10,066"
2023,06,07,수,삼성,NC,대구 삼성 라이온즈 파크,구름많음,29.4,"7,119"
2023,06,07,수,KIA,SSG,광주-기아 챔피언스 필드,구름많음,28.6,"7,569"
2023,06,07,수,키움히어로즈,LG,서울고척스카이돔,흐림,25.7,"5,390"
2023,06,06,화,삼성,NC,대구 삼성 라이온즈 파크,구름조금,30.1,"14,639"
2023,06,06,화,롯데,KT,부산 사직 야구장,구름조금,23.5,"20,441"
2023,06,06,화,키움히어로즈,LG,서울고척스카이돔,구름많음,25.2,"14,903"
2023,06,06,화,KIA,SSG,광주-기아 챔피언스 필드,구름조금,28.4,"15,130"
2023,06,06,화,두산,한화,서울 잠실 야구장,구름많음,25.2,"21,146"
2023,06,04,일,롯데,KIA,부산 사직 야구장,구름많음,27.8,"22,990"
2023,06,04,일,LG,NC,서울 잠실 야구장,구름조금,28,"15,096"
2023,06,04,일,SSG,키움히어로즈,인천SSG 랜더스필드,구름조금,23.8,"17,007"
2023,06,04,일,KT,두산,수원케이티위즈파크,구름조금,26.9,"10,239"
2023,06,04,일,한화,삼성,대전 한화생명 이글스파크,구름많음,28.7,"12,000"
2023,06,03,토,한화,삼성,대전 한화생명 이글스파크,맑음,28.1,"12,000"
2023,06,03,토,KT,두산,수원케이티위즈파크,맑음,26.9,"12,155"
2023,06,03,토,롯데,KIA,부산 사직 야구장,맑음,24.7,"22,990"
2023,06,03,토,SSG,키움히어로즈,인천SSG 랜더스필드,맑음,25.9,"19,071"
2023,06,03,토,LG,NC,서울 잠실 야구장,맑음,27.8,"18,890"
2023,06,02,금,LG,NC,서울 잠실 야구장,구름조금,25,"10,238"
2023,06,02,금,SSG,키움히어로즈,인천SSG 랜더스필드,구름조금,22.6,"12,533"
2023,06,02,금,롯데,KIA,부산 사직 야구장,비,27.8,"18,996"
2023,06,02,금,KT,두산,수원케이티위즈파크,구름조금,23.9,"5,157"
2023,06,02,금,한화,삼성,대전 한화생명 이글스파크,구름조금,27.2,"6,675"
2023,06,01,목,한화,키움히어로즈,대전 한화생명 이글스파크,흐림,28,"5,040"
2023,06,01,목,KIA,KT,광주-기아 챔피언스 필드,비,21.1,0
2023,06,01,목,NC,두산,창원NC파크,비,19.3,0
2023,06,01,목,SSG,삼성,인천SSG 랜더스필드,구름많음,24.9,"9,028"
2023,06,01,목,LG,롯데,서울 잠실 야구장,흐림,26.3,"22,020"
2023,05,31,수,LG,롯데,서울 잠실 야구장,구름많음,28.2,"21,269"
2023,05,31,수,SSG,삼성,인천SSG 랜더스필드,구름많음,24.9,"10,745"
2023,05,31,수,NC,두산,창원NC파크,맑음,27.6,"4,180"
2023,05,31,수,KIA,KT,광주-기아 챔피언스 필드,비,28.9,"7,244"
2023,05,31,수,한화,키움히어로즈,대전 한화생명 이글스파크,구름조금,28.3,"4,384"
2023,05,30,화,LG,롯데,서울 잠실 야구장,구름많음,28.9,"20,330"
2023,05,30,화,SSG,삼성,인천SSG 랜더스필드,구름조금,25.8,"10,232"
2023,05,30,화,NC,두산,창원NC파크,맑음,25.5,"3,180"
2023,05,30,화,KIA,KT,광주-기아 챔피언스 필드,비,23.9,"5,352"
2023,05,30,화,한화,키움히어로즈,대전 한화생명 이글스파크,구름조금,26.5,"4,486"
2023,05,28,일,키움히어로즈,롯데,서울고척스카이돔,비,20.2,"16,000"
2023,05,28,일,KIA,LG,광주-기아 챔피언스 필드,비,26.8,"17,015"
2023,05,28,일,NC,한화,창원NC파크,비,24.3,0
2023,05,28,일,삼성,KT,대구 삼성 라이온즈 파크,비,23.3,"14,523"
2023,05,28,일,두산,SSG,서울 잠실 야구장,비,20.2,0
2023,05,27,토,두산,SSG,서울 잠실 야구장,비,20.7,0
2023,05,27,토,삼성,KT,대구 삼성 라이온즈 파크,비,26.9,"17,305"
2023,05,27,토,NC,한화,창원NC파크,비,28,"9,558"
2023,05,27,토,KIA,LG,광주-기아 챔피언스 필드,흐림,27.8,"17,931"
2023,05,27,토,키움히어로즈,롯데,서울고척스카이돔,비,20.7,"16,000"
2023,05,26,금,키움히어로즈,롯데,서울고척스카이돔,비,27.3,"11,692"
2023,05,26,금,KIA,LG,광주-기아 챔피언스 필드,흐림,25.9,"10,954"
2023,05,26,금,NC,한화,창원NC파크,맑음,25.4,"5,952"
2023,05,26,금,삼성,KT,대구 삼성 라이온즈 파크,흐림,28.2,"12,874"
2023,05,26,금,두산,SSG,서울 잠실 야구장,비,27.3,"10,428"
2023,05,25,목,두산,삼성,서울 잠실 야구장,구름조금,27.4,"11,005"
2023,05,25,목,SSG,LG,인천SSG 랜더스필드,구름조금,24.8,"17,575"
2023,05,25,목,롯데,NC,부산 사직 야구장,구름많음,23.3,"15,221"
2023,05,25,목,KT,키움히어로즈,수원케이티위즈파크,구름조금,26.2,"5,235"
2023,05,25,목,한화,KIA,대전 한화생명 이글스파크,구름많음,27.6,"8,186"
2023,05,24,수,두산,삼성,서울 잠실 야구장,구름많음,25.9,"11,108"
2023,05,24,수,SSG,LG,인천SSG 랜더스필드,구름많음,22,"16,829"
2023,05,24,수,롯데,NC,부산 사직 야구장,구름많음,22.9,"14,244"
2023,05,24,수,KT,키움히어로즈,수원케이티위즈파크,구름많음,25.5,"5,173"
2023,05,24,수,한화,KIA,대전 한화생명 이글스파크,구름많음,27.1,"7,004"
2023,05,23,화,한화,KIA,대전 한화생명 이글스파크,맑음,25.4,"6,376"
